smiles GAP_eV 
c1ccc2cc3cc4c(ccc5c4ccc4c6c7ccc8cc9ccccc9cc8c7ccc6c6ccccc6c54)cc3cc2c1 1.729 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c4ccc2c1ccc1ccc3c4cc5ccccc5cc4ccc3c12 1.831 
c1ccc2c(c1)ccc1c2ccc2c1ccc1c3ccc4ccc5ccccc5c4c3c3ccc4c5ccccc5ccc4c3c21 2.279 
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7cc8cc9c(ccc%10ccccc%109)cc8cc7c6ccc5c34)cc2c1 1.828 
c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7cc8cc9ccc%10ccccc%10c9cc8cc7c6ccc5c34)cc2c1 1.835 
c1ccc2cc3cc4c(ccc5c6ccc7ccc8c9cc%10ccccc%10cc9ccc8c7c6c6ccccc6c45)cc3cc2c1 1.598 
c1ccc2cc3cc4c(ccc5c4ccc4c5ccc5ccc6c7cc8ccccc8cc7c7ccccc7c6c54)cc3cc2c1 1.69 
c1ccc2cc3cc4c(ccc5c4ccc4c5ccc5ccc6c7cc8ccc9ccccc9c8cc7ccc6c54)cc3cc2c1 1.689 
c1ccc2cc3cc4c(ccc5c4ccc4c5ccc5ccc6c7cc8c(ccc9ccccc98)cc7ccc6c54)cc3cc2c1 1.689 
c1ccc2cc3cc4c(ccc5c6ccc7ccc8c(ccc9ccc%10ccccc%10c98)c7c6c6ccccc6c45)cc3cc2c1 1.595 
c1ccc2cc3cc4c(ccc5c4ccc4c5ccc5ccc6c7c8ccccc8ccc7c7ccccc7c6c54)cc3cc2c1 1.683 
c1ccc2cc3cc4c(ccc5c4ccc4c5ccc5ccc6c(ccc7ccc8c9ccccc9ccc8c76)c54)cc3cc2c1 1.682 
c1ccc2cc3cc4c(ccc5c4ccc4c5ccc5ccc6c(ccc7ccc8cc9ccccc9cc8c76)c54)cc3cc2c1 1.668 
c1ccc2c(c1)ccc1c2ccc2c1ccc1c3ccccc3c3ccc4c(ccc5ccc6ccc7ccccc7c6c54)c3c21 2.395 
c1ccc2cc3cc4c(ccc5c4ccc4c5ccc5ccc6c(ccc7ccc8ccc9ccccc9c8c76)c54)cc3cc2c1 1.68 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8ccc9ccc%10ccccc%10c9c87)cc6ccc45)cc3cc2c1 1.716 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8ccc9cc%10ccccc%10cc9c87)cc6ccc45)cc3cc2c1 1.718 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8ccc9c%10ccccc%10ccc9c87)cc6ccc45)cc3cc2c1 1.715 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8cc9ccc%10ccccc%10c9cc87)cc6ccc45)cc3cc2c1 1.709 
c1ccc2cc3cc4c(ccc5cc6ccc7c(ccc8c9cc%10cc%11ccccc%11cc%10cc9ccc87)c6cc54)cc3cc2c1 1.663 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc6ccc45)cc3cc2c1 1.71 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c8cc9ccccc9cc8c8ccccc8c7cc6ccc45)cc3cc2c1 1.706 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8cc9ccccc9cc87)cc6c6ccccc6c54)cc3cc2c1 1.723 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5ccc6cc7ccccc7cc6c5cc3c2ccc41 1.843 
c1ccc2cc3c(ccc4cc5ccc6c(ccc7c8cc9cc%10ccc%11ccccc%11c%10cc9cc8ccc76)c5cc43)cc2c1 1.841 
c1ccc2cc3c(ccc4cc5ccc6c(ccc7c8cc9cc%10c(ccc%11ccccc%11%10)cc9cc8ccc76)c5cc43)cc2c1 1.848 
c1ccc2cc3cc4c(ccc5c6ccc7cc8ccc9cc%10ccccc%10cc9c8cc7c6c6ccccc6c45)cc3cc2c1 1.593 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8c9ccccc9ccc78)cc6c6ccccc6c54)cc3cc2c1 1.735 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5ccc6c7ccccc7ccc6c5cc3c2ccc41 1.862 
c1ccc2c(c1)ccc1cc3cc4c(ccc5c4ccc4c6cc7c(ccc8c9ccccc9ccc78)cc6ccc45)cc3cc12 1.86 
c1ccc2c(c1)ccc1cc3cc4ccc5c(ccc6c7cc8c(ccc9c%10ccccc%10ccc89)cc7ccc65)c4cc3cc12 1.868 
c1ccc2cc3cc4c(ccc5c6ccc7cc8ccc9c%10ccccc%10ccc9c8cc7c6c6ccccc6c45)cc3cc2c1 1.598 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8c9ccccc9c9ccccc9c78)cc6ccc45)cc3cc2c1 1.721 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8c7ccc7c9ccccc9ccc78)cc6ccc45)cc3cc2c1 1.718 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8c9cc%10ccccc%10cc9ccc78)cc6ccc45)cc3cc2c1 1.721 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8c7ccc7ccc9ccccc9c78)cc6ccc45)cc3cc2c1 1.717 
c1ccc2cc3cc4c(ccc5c4c4ccccc4c4c6cc7c(ccc8ccccc87)cc6c6ccccc6c54)cc3cc2c1 1.594 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8ccc9ccccc9c87)cc6c6ccccc6c54)cc3cc2c1 1.736 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8ccccc87)cc6c6c7ccccc7ccc6c54)cc3cc2c1 1.712 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8ccccc87)cc6c6ccc7ccccc7c6c54)cc3cc2c1 1.738 
c1ccc2cc3cc4c(cc3cc2c1)c1ccc2ccccc2c1c1c2ccc3cc5ccc6ccccc6c5cc3c2ccc41 1.765 
c1ccc2cc3cc4c(cc3cc2c1)c1ccc2c3cc5c(ccc6ccccc65)cc3ccc2c1c1ccc2ccccc2c41 1.764 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5ccc6ccccc6c5cc3c2c2ccccc2c41 1.722 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5ccc6ccc7ccccc7c6c5cc3c2ccc41 1.861 
c1ccc2c(c1)ccc1ccc3c4ccc5c6ccccc6c6ccc7c(ccc8ccc9ccccc9c87)c6c5c4ccc3c12 2.37 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c4ccc2c3cc4c(ccc5ccccc54)cc3c3ccccc3c21 1.868 
c1ccc2cc3cc4c(ccc5c6ccc7cc8ccc9ccc%10ccccc%10c9c8cc7c6c6ccccc6c45)cc3cc2c1 1.6 
c1ccc2cc3cc4c(ccc5c6ccc7cc8ccc9ccccc9c8cc7c6c6ccc7ccccc7c6c45)cc3cc2c1 1.615 
c1ccc2cc3cc4c(ccc5c6ccc7cc8ccc9ccccc9c8cc7c6c6c7ccccc7ccc6c45)cc3cc2c1 1.621 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7cc8ccccc8cc7cc6c6ccc7ccccc7c6c54)cc3cc2c1 1.731 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7cc8ccccc8cc7cc6c6cc7ccccc7cc6c54)cc3cc2c1 1.735 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7cc8ccccc8cc7cc6c6c7ccccc7ccc6c54)cc3cc2c1 1.729 
c1ccc2cc3cc4c(ccc5c4c4ccccc4c4c6cc7cc8ccccc8cc7cc6c6ccccc6c54)cc3cc2c1 1.559 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c4ccc2c3cc4cc5ccccc5cc4cc3c3ccccc3c21 1.82 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7cc8ccc9ccc%10ccccc%10c9c8cc7cc6ccc45)cc3cc2c1 1.715 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7cc8ccc9cc%10ccccc%10cc9c8cc7cc6ccc45)cc3cc2c1 1.723 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7cc8ccc9c%10ccccc%10ccc9c8cc7cc6ccc45)cc3cc2c1 1.725 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7cc8c9ccccc9c9ccccc9c8cc7cc6ccc45)cc3cc2c1 1.726 
c1ccc2cc3cc4c(ccc5c6ccc7cc8cc9c(ccc%10ccccc%109)cc8cc7c6c6ccccc6c45)cc3cc2c1 1.578 
c1ccc2c(c1)ccc1cc3cc4c(ccc5c4ccc4c6cc7cc8c(ccc9ccccc98)cc7cc6ccc45)cc3cc12 1.856 
c1ccc2c(c1)ccc1cc3cc4c(ccc5c4ccc4c6cc7cc8ccc9ccccc9c8cc7cc6ccc45)cc3cc12 1.842 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5cc6c(ccc7ccccc76)cc5cc3c2ccc41 1.852 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7cc8ccc9ccccc9c8cc7cc6c6ccccc6c54)cc3cc2c1 1.741 
c1ccc2cc3cc4c(ccc5c6ccc7cc8cc9ccc%10ccccc%10c9cc8cc7c6c6ccccc6c45)cc3cc2c1 1.572 
c1ccc2c(c1)ccc1cc3cc4ccc5c(ccc6c7cc8cc9c(ccc%10ccccc%109)cc8cc7ccc65)c4cc3cc12 1.873 
c1ccc2c(c1)ccc1c2ccc2c1ccc1c3ccccc3c3ccc4c5ccc6ccc7ccccc7c6c5ccc4c3c21 2.329 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5cc6ccc7ccccc7c6cc5cc3c2ccc41 1.844 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7cc8c(ccc9ccccc98)cc7cc6c6ccccc6c54)cc3cc2c1 1.737 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7cc8c(ccc9c%10ccccc%10ccc89)cc7cc6ccc45)cc3cc2c1 1.729 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7cc8c(ccc9cc%10ccccc%10cc98)cc7cc6ccc45)cc3cc2c1 1.724 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7cc8c(ccc9ccc%10ccccc%10c98)cc7cc6ccc45)cc3cc2c1 1.718 
c1ccc2cc3cc4c(ccc5c6ccc7cc8cc9ccccc9cc8cc7c6c6c7ccccc7ccc6c45)cc3cc2c1 1.563 
c1ccc2cc3cc4c(ccc5c6ccc7cc8cc9ccccc9cc8cc7c6c6cc7ccccc7cc6c45)cc3cc2c1 1.403 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c4ccc2c3cc4ccc5ccccc5c4cc3c3ccccc3c21 1.874 
c1ccc2cc3cc4c(ccc5c4c4ccccc4c4c6cc7ccc8ccccc8c7cc6c6ccccc6c54)cc3cc2c1 1.601 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8ccc9ccccc9c8c7cc6c6ccccc6c54)cc3cc2c1 1.733 
c1ccc2c(c1)ccc1c2ccc2c1ccc1c3ccccc3c3ccc4c(ccc5c6ccccc6c6ccccc6c54)c3c21 2.336 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8ccccc8c7cc6c6c7ccccc7ccc6c54)cc3cc2c1 1.709 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8ccccc8c7cc6c6ccc7ccccc7c6c54)cc3cc2c1 1.739 
c1ccc2cc3cc4c(cc3cc2c1)c1ccc2ccccc2c1c1c2ccc3cc5c(ccc6ccccc65)cc3c2ccc41 1.765 
c1ccc2cc3cc4c(cc3cc2c1)c1ccc2c3cc5ccc6ccccc6c5cc3ccc2c1c1ccc2ccccc2c41 1.763 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5c(ccc6ccccc65)cc3c2c2ccccc2c41 1.734 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5c(ccc6ccc7ccccc7c65)cc3c2ccc41 1.861 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6cc7ccc8ccc9ccccc9c8c7cc6cc5ccc34)cc12 1.736 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6cc7c8ccccc8c8ccccc8c7cc6cc5ccc34)cc12 1.954 
c1ccc2c(c1)ccc1cc3cc4c(ccc5c6ccc7cc8c(ccc9ccccc98)cc7c6c6ccccc6c45)cc3cc12 1.734 
c1ccc2c(c1)ccc1cc3cc4c(ccc5c4ccc4c6cc7c8ccccc8c8ccccc8c7cc6ccc45)cc3cc12 1.85 
c1ccc2c(c1)ccc1c2ccc2c1ccc1c3ccccc3c3c4ccccc4c4c5ccc6ccccc6c5ccc4c3c21 2.308 
c1ccc2c(c1)ccc1cc3cc4c(ccc5c4ccc4c6cc7ccc8ccc9ccccc9c8c7cc6ccc45)cc3cc12 1.855 
c1ccc2c(c1)ccc1cc3cc4c(ccc5c4ccc4c6cc7ccc8ccccc8c7cc6c6ccccc6c54)cc3cc12 1.876 
c1ccc2c(c1)ccc1cc3cc4c(cc3cc12)c1ccccc1c1c2ccc3cc5c(ccc6ccccc65)cc3c2ccc41 2.005 
c1ccc2c(c1)ccc1cc3cc4ccc5c6ccc7cc8c(ccc9ccccc98)cc7c6c6ccccc6c5c4cc3cc12 1.734 
c1ccc2c(c1)ccc1cc3cc4ccc5c(ccc6c7cc8c9ccccc9c9ccccc9c8cc7ccc65)c4cc3cc12 1.858 
c1ccc2c(c1)ccc1cc3cc4ccc5c(ccc6c7cc8ccc9ccc%10ccccc%10c9c8cc7ccc65)c4cc3cc12 1.864 
c1ccc2c(c1)ccc1cc3cc4ccc5c(ccc6c7cc8ccc9ccccc9c8cc7c7ccccc7c56)c4cc3cc12 1.884 
c1ccc2c(c1)ccc1cc3cc4c5ccccc5c5c6ccc7cc8c(ccc9ccccc98)cc7c6ccc5c4cc3cc12 2.001 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6cc7c(ccc8ccc9ccccc9c87)cc6cc5ccc34)cc12 1.736 
c1ccc2cc3cc4c(ccc5c6ccc7cc8c(ccc9ccccc98)cc7c6c6ccc7ccccc7c6c45)cc3cc2c1 1.62 
c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3ccc4c5ccccc5c5c6ccc7ccccc7c6ccc5c4c3c12 2.433 
c1ccc2c(c1)ccc1c2ccc2c1ccc1c3ccc4ccccc4c3c3ccc4c5ccc6ccccc6c5ccc4c3c21 2.385 
c1ccc2cc3cc4c(ccc5c6ccc7cc8c(ccc9ccccc98)cc7c6c6c7ccccc7ccc6c45)cc3cc2c1 1.628 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(cc6ccc45)c4ccccc4c4ccc5ccccc5c47)cc3cc2c1 1.709 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(cc6ccc45)c4ccccc4c4c5ccccc5ccc74)cc3cc2c1 1.711 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c8ccccc8c8c9ccccc9ccc8c7cc6ccc45)cc3cc2c1 1.712 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c8ccccc8c8ccc9ccccc9c8c7cc6ccc45)cc3cc2c1 1.71 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c8ccccc8c8ccccc8c7cc6c6ccccc6c54)cc3cc2c1 1.733 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5c6ccccc6c6ccccc6c5cc3c2ccc41 1.856 
c1ccc2cc3cc4c(ccc5c6ccc7cc8c9ccccc9c9ccccc9c8cc7c6c6ccccc6c45)cc3cc2c1 1.603 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8c(ccc9ccc%10ccccc%10c98)c7cc6ccc45)cc3cc2c1 1.716 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8c9cc%10ccccc%10cc9ccc8c7cc6ccc45)cc3cc2c1 1.72 
c1ccc2c(c1)ccc1c2ccc2c1ccc1c3ccccc3c3ccc4c5ccccc5c5c6ccccc6ccc5c4c3c21 2.309 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8c(ccc9c%10ccccc%10ccc98)c7cc6ccc45)cc3cc2c1 1.717 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8c9ccccc9c9ccccc9c8c7cc6ccc45)cc3cc2c1 1.72 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8c9ccccc9ccc8c7cc6c6ccccc6c54)cc3cc2c1 1.738 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5c(ccc6c7ccccc7ccc56)cc3c2ccc41 1.864 
c1ccc2c(c1)ccc1cc3cc4c(ccc5c4ccc4c6cc7ccc8c9ccccc9ccc8c7cc6ccc45)cc3cc12 1.856 
c1ccc2c(c1)ccc1cc3cc4ccc5c(ccc6c7cc8ccc9c%10ccccc%10ccc9c8cc7ccc65)c4cc3cc12 1.866 
c1ccc2cc3cc4c(ccc5c6ccc7cc8c(ccc9c%10ccccc%10ccc89)cc7c6c6ccccc6c45)cc3cc2c1 1.606 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8cc9ccccc9cc8c7cc6c6ccccc6c54)cc3cc2c1 1.727 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5c(ccc6cc7ccccc7cc65)cc3c2ccc41 1.846 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8cc9ccc%10ccccc%10c9cc8cc7ccc56)cc43)cc2c1 1.836 
c1ccc2c(c1)ccc1c2ccc2c1ccc1c3ccccc3c3ccc4c5ccccc5c5ccc6ccccc6c5c4c3c21 2.347 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8cc9c(ccc%10ccccc%109)cc8cc7ccc56)cc43)cc2c1 1.845 
c1ccc2cc3cc4c(ccc5c6ccc7cc8c(ccc9cc%10ccccc%10cc98)cc7c6c6ccccc6c45)cc3cc2c1 1.602 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c8ccccc8c8cc9ccccc9cc8c7cc6ccc45)cc3cc2c1 1.706 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8cc9c(ccc%10ccccc%109)cc8c7cc6ccc45)cc3cc2c1 1.709 
c1ccc2cc3cc4c(ccc5cc6c(ccc7c6ccc6c8cc9cc%10ccccc%10cc9cc8ccc67)cc54)cc3cc2c1 1.66 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8cc9ccc%10ccccc%10c9cc8c7cc6ccc45)cc3cc2c1 1.709 
c1ccc2cc3cc4c(ccc5c6ccc7cc8c(ccc9ccc%10ccccc%10c98)cc7c6c6ccccc6c45)cc3cc2c1 1.596 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8ccc9c%10ccccc%10ccc9c8c7cc6ccc45)cc3cc2c1 1.715 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8ccc9cc%10ccccc%10cc9c8c7cc6ccc45)cc3cc2c1 1.719 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8ccc9ccc%10ccccc%10c9c8c7cc6ccc45)cc3cc2c1 1.717 
c1ccc2c(c1)ccc1c2ccc2c3ccccc3c3ccc4c5ccc6ccccc6c5c5ccc6ccccc6c5c4c3c12 2.217 
c1ccc2cc3cc4c(ccc5c4c4c6ccccc6ccc4c4c6cc7ccccc7cc6c6ccccc6c54)cc3cc2c1 1.627 
c1ccc2cc3cc4c(ccc5c4c4ccc6ccccc6c4c4c6cc7ccccc7cc6c6ccccc6c54)cc3cc2c1 1.634 
c1ccc2cc3cc4c(ccc5c4c4ccccc4c4c6cc7ccccc7cc6c6ccc7ccccc7c6c54)cc3cc2c1 1.612 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccccc7cc6c6c(ccc7ccc8ccccc8c76)c54)cc3cc2c1 1.726 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccccc7cc6c6c7cc8ccccc8cc7ccc6c54)cc3cc2c1 1.66 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccccc7cc6c6c7ccc8ccccc8c7ccc6c54)cc3cc2c1 1.731 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccccc7cc6c6c7ccccc7c7ccccc7c6c54)cc3cc2c1 1.723 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c4ccc2c3cc4ccccc4cc3c3c4ccccc4ccc3c21 1.863 
c1ccc2cc3cc4c(ccc5c4c4ccccc4c4c6cc7ccccc7cc6c6c7ccccc7ccc6c54)cc3cc2c1 1.603 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c4ccc2c3cc4ccccc4cc3c3cc4ccccc4cc3c21 1.88 
c1ccc2cc3c(cc2c1)c1cc2ccccc2cc1c1c2ccc4cc5cc6c(ccc7ccccc76)cc5cc4c2ccc31 1.889 
c1ccc2cc3c(cc2c1)c1cc2ccccc2cc1c1c2ccc4cc5cc6ccc7ccccc7c6cc5cc4c2ccc31 1.897 
c1ccc2cc3cc4c(ccc5c4c4ccccc4c4c6cc7ccccc7cc6c6cc7ccccc7cc6c54)cc3cc2c1 1.599 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7c(ccc8ccccc87)cc6c6cc7ccccc7cc6c54)cc3cc2c1 1.741 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccc8ccccc8c7cc6c6cc7ccccc7cc6c54)cc3cc2c1 1.744 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccccc7cc6c6cc7c(ccc8ccccc87)cc6c54)cc3cc2c1 1.743 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccccc7cc6c6cc7ccc8ccccc8c7cc6c54)cc3cc2c1 1.742 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccccc7cc6c6ccc7c8ccccc8ccc7c6c54)cc3cc2c1 1.748 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccccc7cc6c6ccc7cc8ccccc8cc7c6c54)cc3cc2c1 1.732 
c1ccc2cc3cc4c(ccc5c4ccc4c6cc7ccccc7cc6c6ccc7ccc8ccccc8c7c6c54)cc3cc2c1 1.741 
c1ccc2c(c1)ccc1ccc3c(ccc4c5ccccc5c5ccc6c7c8ccccc8ccc7c7ccccc7c6c5c43)c12 2.414 
c1ccc2cc3cc4c(cc3cc2c1)c1ccc2cc3ccccc3cc2c1c1c2ccc3cc5ccccc5cc3c2ccc41 1.639 
c1ccc2cc3cc4c(cc3cc2c1)c1ccc2c3ccccc3ccc2c1c1c2ccc3cc5ccccc5cc3c2ccc41 1.807 
c1ccc2cc3cc4c(cc3cc2c1)c1cc2ccc3ccccc3c2cc1c1c2ccc3cc5ccccc5cc3c2ccc41 1.876 
c1ccc2cc3cc4c(cc3cc2c1)c1cc2c(ccc3ccccc32)cc1c1c2ccc3cc5ccccc5cc3c2ccc41 1.879 
c1ccc2cc3c(ccc4c3ccc3c5cc6cc7ccc8ccccc8c7cc6cc5c5cc6ccccc6cc5c43)cc2c1 2.067 
c1ccc2cc3c(ccc4c3ccc3c5cc6cc7c(ccc8ccccc87)cc6cc5c5cc6ccccc6cc5c43)cc2c1 2.052 
c1ccc2cc3cc4c(cc3cc2c1)c1cc2ccccc2cc1c1c2ccc3cc5ccccc5cc3c2c2ccccc2c41 1.743 
c1ccc2cc3cc4c(cc3cc2c1)c1cc2ccccc2cc1c1c2ccc3cc5ccc6ccccc6c5cc3c2ccc41 1.904 
c1ccc2cc3cc4c(cc3cc2c1)c1cc2ccccc2cc1c1c2ccc3cc5c(ccc6ccccc65)cc3c2ccc41 1.908 
c1ccc2c(c1)ccc1ccc3c(ccc4c5ccccc5c5ccc6c(ccc7ccc8ccc9ccccc9c8c76)c5c43)c12 2.448 
c1ccc2cc3cc4c(cc3cc2c1)c1cc2ccccc2cc1c1c4ccc2c3cc4ccccc4cc3c3ccccc3c21 1.919 
c1ccc2cc3cc4c(cc3cc2c1)c1ccc2c3cc5ccccc5cc3c3ccccc3c2c1c1ccc2ccccc2c41 1.73 
c1ccc2cc3cc4c(cc3cc2c1)c1ccc2c3cc5ccccc5cc3ccc2c1c1c2ccccc2c2ccccc2c41 1.725 
c1ccc2cc3cc4c(cc3cc2c1)c1ccc2c3cc5ccccc5cc3ccc2c1c1ccc2c3ccccc3ccc2c41 1.81 
c1ccc2cc3cc4c(cc3cc2c1)c1ccc2c3cc5ccccc5cc3ccc2c1c1ccc2cc3ccccc3cc2c41 1.574 
c1ccc2cc3cc4c(cc3cc2c1)c1ccc2c3cc5ccccc5cc3ccc2c1c1ccc2ccc3ccccc3c2c41 1.758 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5ccccc5cc3c2c2ccc3ccccc3c2c41 1.747 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5ccccc5cc3c2c2c3ccccc3ccc2c41 1.745 
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c4c2ccccc2c2c3cc4ccccc4cc3c3ccccc3c21 1.727 
c1ccc2cc3cc4c(cc3cc2c1)c1ccc2ccccc2c1c1c2ccc3cc5ccccc5cc3c2c2ccccc2c41 1.655 
c1ccc2c(c1)ccc1ccc3c(ccc4c5ccccc5c5ccc6c7ccccc7c7ccc8ccccc8c7c6c5c43)c12 2.381 
c1ccc2cc3cc4c(cc3cc2c1)c1c2ccccc2ccc1c1c2ccc3cc5ccccc5cc3c2c2ccccc2c41 1.68 
c1ccc2cc3cc4c(cc3cc2c1)c1ccc2ccccc2c1c1c4ccc2c3cc4ccccc4cc3c3ccccc3c21 1.771 
c1ccc2cc3c(ccc4c3ccc3c5cc6cc7ccc8ccc9ccc%10ccccc%10c9c8c7cc6cc5ccc34)cc2c1 1.764 
c1ccc2cc3c(ccc4c3ccc3c5cc6cc7ccc8ccc9cc%10ccccc%10cc9c8c7cc6cc5ccc34)cc2c1 1.61 
c1ccc2cc3c(ccc4c3ccc3c5cc6cc7ccc8ccc9c%10ccccc%10ccc9c8c7cc6cc5ccc34)cc2c1 1.786 
c1ccc2cc3c(ccc4c3ccc3c5cc6cc7ccc8cc9ccc%10ccccc%10c9cc8c7cc6cc5ccc34)cc2c1 1.878 
c1ccc2cc3c(ccc4c3ccc3c5cc6cc7ccc8cc9c(ccc%10ccccc%109)cc8c7cc6cc5ccc34)cc2c1 1.866 
c1ccc2cc3c(ccc4c3ccc3c5cc6cc7c8ccccc8c8cc9ccccc9cc8c7cc6cc5ccc34)cc2c1 2.005 
c1ccc2cc3c(ccc4cc5cc6c(ccc7c8ccc9cc%10ccccc%10cc9c8c8ccccc8c67)cc5cc43)cc2c1 1.777 
c1ccc2c(c1)ccc1c2ccc2c3ccccc3c3ccc4c5c6ccccc6ccc5c5ccc6ccccc6c5c4c3c12 2.397 
c1ccc2cc3c(ccc4cc5cc6c(ccc7c6ccc6c8cc9c(ccc%10ccccc%109)cc8ccc67)cc5cc43)cc2c1 1.905 
c1ccc2cc3c(ccc4cc5cc6c(ccc7c6ccc6c8cc9ccc%10ccccc%10c9cc8ccc67)cc5cc43)cc2c1 1.9 
c1ccc2cc3c(ccc4cc5cc6c(ccc7c6ccc6c8cc9ccccc9cc8c8ccccc8c76)cc5cc43)cc2c1 1.933 
